precio,cantidad,descuento,total_venta,categoria_producto,metodo_envio,direccion_cliente,detalle_pedido,comentarios_cliente,descripcion_producto
1859.99,2,0.29,1798.17,Hogar,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 10381}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",precio rápido precio lento defectuoso rápido precio recomendado defectuoso rápido,malo excelente recomendado excelente excelente calidad rápido excelente defectuoso malo precio excelente rápido excelente defectuoso
1457.78,6,0.04,3271.93,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 87291}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",lento malo excelente calidad malo excelente calidad lento lento excelente calidad malo defectuoso,rápido precio malo rápido malo lento precio
1227.22,9,0.18,4828.62,Ropa,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 94531}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",defectuoso excelente malo defectuoso excelente calidad recomendado calidad,recomendado calidad malo malo defectuoso defectuoso precio rápido calidad lento lento precio
1312.86,9,0.26,3121.59,Ropa,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 18471}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",calidad precio malo recomendado malo calidad calidad lento defectuoso,precio excelente excelente recomendado rápido precio calidad malo
1134.83,6,0.12,2852.5,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 20151}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",malo rápido defectuoso malo rápido excelente recomendado,lento recomendado recomendado recomendado calidad precio rápido malo excelente rápido rápido malo
851.37,5,0.15,370.0,Ropa,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 61934}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",rápido recomendado defectuoso lento malo calidad excelente malo,lento recomendado defectuoso excelente lento excelente calidad lento defectuoso
1575.82,1,0.05,2854.1,Ropa,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 59625}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido defectuoso recomendado rápido malo rápido recomendado rápido precio lento excelente precio,recomendado recomendado excelente precio excelente malo precio defectuoso rápido rápido rápido precio excelente
697.4,6,0.13,3379.85,Hogar,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 42830}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",excelente precio excelente calidad recomendado calidad calidad rápido calidad malo malo rápido calidad lento,calidad lento rápido calidad defectuoso defectuoso recomendado precio lento defectuoso precio calidad lento malo
1656.57,8,0.18,4248.1,Deportes,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 68660}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",recomendado recomendado excelente malo precio calidad precio calidad defectuoso defectuoso precio excelente,defectuoso calidad recomendado malo lento recomendado precio recomendado lento recomendado defectuoso
1929.74,7,0.24,235.24,Ropa,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 24291}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",lento defectuoso rápido calidad precio,malo recomendado defectuoso defectuoso precio precio recomendado malo
1443.83,6,0.2,1874.43,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 72994}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",calidad excelente malo calidad calidad rápido recomendado precio excelente excelente,defectuoso precio lento defectuoso defectuoso malo recomendado calidad
1986.59,6,0.24,2386.78,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 69392}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",recomendado precio calidad excelente calidad excelente,excelente recomendado lento calidad rápido defectuoso lento rápido recomendado recomendado malo recomendado excelente lento
839.6,1,0.1,881.93,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 43066}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",lento recomendado lento defectuoso rápido precio lento recomendado excelente defectuoso malo lento rápido lento calidad,calidad lento precio malo lento
369.84,2,0.26,4385.27,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 68403}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",excelente recomendado calidad precio excelente lento lento,defectuoso rápido calidad excelente lento recomendado defectuoso calidad lento lento defectuoso lento precio defectuoso defectuoso
676.46,1,0.1,337.16,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 71034}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",malo defectuoso malo rápido rápido,rápido rápido recomendado precio defectuoso precio rápido defectuoso
1382.09,4,0.07,1724.55,Ropa,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 91946}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",calidad rápido excelente malo excelente recomendado rápido recomendado calidad precio excelente precio recomendado,calidad recomendado precio rápido lento malo excelente lento lento recomendado recomendado malo calidad rápido
1017.95,7,0.19,2901.02,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 83693}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado lento precio calidad calidad,excelente precio recomendado recomendado excelente recomendado calidad calidad malo malo lento calidad lento malo recomendado
767.78,8,0.21,1055.81,Ropa,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 87987}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",calidad malo malo precio precio calidad recomendado recomendado lento,lento precio excelente rápido recomendado
290.07,4,0.14,1254.26,Deportes,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 74348}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",lento defectuoso defectuoso recomendado precio,calidad excelente precio malo calidad precio calidad lento
848.55,5,0.23,4602.19,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 12115}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",recomendado malo calidad recomendado calidad calidad defectuoso defectuoso malo recomendado recomendado rápido recomendado lento,excelente precio excelente calidad defectuoso excelente precio defectuoso precio precio defectuoso lento
1592.17,1,0.09,4002.4,Electrónica,Express,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 35150}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",lento excelente lento lento excelente calidad precio recomendado recomendado excelente excelente recomendado calidad,defectuoso excelente excelente lento excelente malo lento precio defectuoso calidad
1349.06,4,0.07,2785.26,Ropa,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 37839}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",excelente malo rápido malo defectuoso rápido precio rápido precio lento recomendado malo,excelente calidad precio malo calidad lento rápido recomendado precio defectuoso precio
1102.88,4,0.03,3433.65,Ropa,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 17239}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",excelente precio lento rápido malo calidad precio recomendado rápido excelente,excelente defectuoso precio malo lento rápido rápido defectuoso rápido calidad
1003.77,3,0.04,3890.48,Hogar,Express,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 42633}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",recomendado malo malo calidad excelente malo rápido rápido malo recomendado calidad calidad excelente defectuoso,lento defectuoso recomendado calidad malo calidad defectuoso malo calidad defectuoso lento precio recomendado
364.6,5,0.24,271.65,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 87722}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",defectuoso malo excelente calidad rápido lento excelente precio malo rápido excelente,recomendado rápido lento calidad rápido lento
381.46,2,0.05,3916.55,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 49171}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",excelente recomendado precio recomendado excelente malo lento precio calidad precio recomendado recomendado,rápido precio excelente calidad lento malo malo lento rápido rápido rápido malo
1715.21,2,0.17,2464.46,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 98412}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",excelente recomendado malo defectuoso calidad precio,recomendado lento calidad malo defectuoso recomendado rápido defectuoso lento precio excelente
449.21,4,0.04,2350.84,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 37369}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",recomendado excelente malo malo precio excelente calidad calidad rápido recomendado,calidad recomendado excelente excelente malo
1838.56,9,0.09,232.41,Ropa,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 32601}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",defectuoso lento precio recomendado precio malo malo defectuoso defectuoso,defectuoso calidad calidad defectuoso rápido defectuoso precio
970.0,8,0.16,332.1,Ropa,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 36018}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",recomendado rápido recomendado recomendado calidad lento excelente excelente excelente,excelente lento recomendado excelente excelente
1453.93,1,0.1,4005.14,Hogar,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 40917}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",excelente lento precio defectuoso recomendado precio calidad precio defectuoso recomendado calidad lento excelente,lento recomendado rápido precio defectuoso calidad precio precio lento rápido calidad precio
507.22,6,0.15,4119.56,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 63515}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",recomendado rápido recomendado recomendado rápido precio lento rápido lento malo calidad,calidad rápido lento defectuoso rápido precio precio excelente lento lento rápido
1183.24,8,0.02,3728.2,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 65455}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",rápido precio precio precio malo lento malo calidad defectuoso precio calidad,recomendado rápido recomendado excelente rápido calidad malo rápido
745.37,1,0.26,3974.89,Electrónica,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 35902}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",lento defectuoso defectuoso excelente precio defectuoso precio recomendado calidad,rápido precio malo rápido calidad defectuoso precio calidad defectuoso rápido defectuoso
234.01,6,0.17,4765.54,Ropa,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 77697}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",defectuoso precio malo recomendado calidad calidad lento excelente defectuoso malo calidad malo lento,precio defectuoso defectuoso precio rápido calidad recomendado malo precio
1389.78,4,0.05,4373.22,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 80969}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",calidad lento lento lento precio malo,rápido recomendado calidad excelente malo malo excelente
1725.15,9,0.2,1960.19,Ropa,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 83976}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",excelente precio precio rápido rápido defectuoso,rápido lento malo rápido precio lento excelente precio calidad defectuoso malo
1060.19,6,0.27,1968.26,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 87404}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",malo recomendado recomendado rápido malo defectuoso lento malo calidad excelente malo rápido calidad,defectuoso recomendado defectuoso malo defectuoso precio lento lento recomendado lento rápido
1979.74,9,0.26,1611.87,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 97274}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",recomendado recomendado defectuoso lento lento rápido rápido malo excelente malo,calidad calidad calidad precio excelente calidad recomendado lento calidad excelente defectuoso defectuoso rápido
208.15,5,0.18,2386.32,Ropa,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 81380}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado excelente calidad excelente precio lento excelente defectuoso malo rápido defectuoso defectuoso,malo lento precio recomendado precio calidad calidad rápido calidad rápido recomendado calidad excelente malo rápido
121.96,5,0.2,1015.16,Hogar,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 93618}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",lento lento precio recomendado defectuoso,defectuoso lento rápido precio calidad lento defectuoso rápido defectuoso precio calidad excelente excelente rápido
843.93,7,0.2,2296.74,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 47247}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",calidad precio excelente defectuoso malo rápido calidad recomendado lento precio precio malo lento defectuoso defectuoso,rápido calidad recomendado recomendado lento defectuoso excelente calidad
443.82,6,0.3,4557.6,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 10099}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido malo rápido excelente precio,defectuoso excelente precio malo malo excelente rápido
1282.1,9,0.05,421.56,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 75917}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",recomendado excelente recomendado defectuoso recomendado calidad defectuoso rápido precio defectuoso lento precio,excelente calidad rápido lento defectuoso calidad excelente excelente rápido
1638.28,6,0.18,224.99,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 96764}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",precio recomendado recomendado rápido recomendado lento recomendado malo defectuoso calidad,defectuoso lento rápido recomendado calidad precio lento rápido malo malo excelente defectuoso
64.21,2,0.02,901.25,Deportes,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 70149}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",recomendado excelente calidad malo recomendado excelente excelente recomendado recomendado malo precio,malo malo rápido recomendado precio lento lento calidad recomendado recomendado defectuoso rápido malo
684.46,2,0.05,1587.21,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 73244}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",rápido lento excelente lento calidad malo rápido rápido calidad malo defectuoso malo,lento excelente excelente calidad lento defectuoso excelente recomendado recomendado calidad malo rápido rápido rápido
590.5,6,0.03,3754.66,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 55292}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",malo recomendado malo calidad calidad recomendado excelente,malo rápido rápido calidad recomendado calidad
803.42,3,0.14,4071.17,Ropa,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 32717}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",calidad recomendado defectuoso rápido recomendado recomendado precio precio,malo calidad lento excelente precio calidad lento lento rápido malo recomendado
408.71,2,0.27,3741.66,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 24530}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",malo calidad defectuoso lento rápido lento recomendado lento,excelente calidad precio rápido rápido excelente lento
1838.92,3,0.1,2937.37,Electrónica,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 29554}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",lento lento rápido precio defectuoso calidad,malo precio precio calidad recomendado excelente defectuoso lento calidad malo rápido excelente malo rápido calidad
1264.23,2,0.27,318.12,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 59922}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",recomendado excelente lento defectuoso rápido precio rápido precio malo,lento defectuoso malo rápido excelente calidad malo defectuoso
724.62,5,0.26,2176.35,Deportes,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 57649}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",excelente excelente calidad defectuoso precio rápido,rápido rápido rápido rápido lento rápido
1123.46,2,0.12,2592.0,Deportes,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 35475}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",rápido rápido malo excelente recomendado,excelente lento recomendado precio malo defectuoso recomendado lento lento malo malo malo recomendado excelente
131.12,4,0.08,550.95,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 39967}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",calidad defectuoso defectuoso excelente precio rápido calidad malo precio excelente,defectuoso rápido malo excelente recomendado calidad malo defectuoso malo calidad excelente lento
1227.93,2,0.17,995.0,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 87685}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",lento malo calidad defectuoso defectuoso excelente recomendado,defectuoso recomendado rápido lento malo precio excelente
132.94,4,0.16,2601.57,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 28131}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",excelente precio calidad malo defectuoso recomendado malo recomendado rápido calidad precio,excelente calidad defectuoso rápido excelente lento lento
1137.53,6,0.02,3895.64,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 43855}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",lento precio rápido precio recomendado precio calidad excelente excelente lento rápido malo rápido precio excelente,lento calidad defectuoso recomendado lento calidad calidad calidad excelente calidad recomendado
672.75,5,0.27,457.93,Hogar,Express,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 65379}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",defectuoso defectuoso calidad defectuoso defectuoso defectuoso defectuoso lento rápido calidad excelente rápido recomendado,recomendado excelente calidad excelente calidad defectuoso calidad
1436.25,9,0.03,4111.66,Deportes,Express,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 51680}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",lento excelente recomendado recomendado lento malo recomendado malo recomendado defectuoso excelente precio excelente defectuoso,recomendado lento malo defectuoso precio lento rápido excelente lento precio excelente recomendado
1284.91,6,0.06,3821.96,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 78731}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",lento excelente precio defectuoso excelente lento defectuoso malo,defectuoso precio defectuoso malo rápido excelente defectuoso malo rápido lento malo
874.01,9,0.24,2188.03,Deportes,Express,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 98414}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",excelente precio calidad recomendado defectuoso rápido recomendado lento,lento rápido calidad rápido malo calidad precio excelente malo excelente malo defectuoso
1258.77,4,0.02,2388.08,Ropa,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'CDMX', 'codigo_postal': 21633}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",rápido precio rápido calidad malo rápido calidad lento malo precio precio precio excelente,rápido excelente calidad excelente excelente
1511.42,3,0.25,1238.02,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 92295}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",excelente lento lento excelente rápido rápido lento calidad defectuoso,rápido defectuoso rápido excelente excelente lento calidad recomendado excelente defectuoso recomendado rápido
1058.83,7,0.16,2543.49,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 51973}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",excelente excelente rápido calidad excelente precio,excelente lento excelente precio malo defectuoso excelente rápido recomendado rápido
221.2,9,0.16,4086.99,Electrónica,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 99032}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",defectuoso malo calidad excelente recomendado precio lento precio recomendado precio,excelente rápido defectuoso excelente calidad rápido malo calidad precio calidad rápido
541.02,8,0.24,2881.74,Deportes,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 64052}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",lento recomendado calidad defectuoso defectuoso recomendado malo lento rápido excelente excelente defectuoso,rápido malo precio calidad defectuoso recomendado precio malo
1800.96,9,0.19,4577.54,Ropa,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 51368}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",calidad rápido recomendado precio excelente lento rápido lento defectuoso defectuoso calidad excelente precio calidad,defectuoso precio excelente excelente calidad calidad defectuoso lento calidad calidad defectuoso rápido calidad precio
188.74,7,0.12,346.97,Ropa,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 51944}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",lento malo malo calidad lento recomendado precio defectuoso precio recomendado excelente,defectuoso malo defectuoso malo defectuoso defectuoso excelente excelente
844.23,6,0.19,1220.87,Hogar,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 29863}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",defectuoso calidad precio malo calidad excelente calidad rápido,recomendado precio excelente excelente calidad malo recomendado
1838.87,3,0.01,2146.77,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 90350}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",rápido calidad recomendado calidad rápido rápido rápido recomendado calidad rápido precio lento calidad rápido,excelente excelente defectuoso lento lento excelente lento
159.75,3,0.08,1923.15,Ropa,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 13386}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",rápido rápido recomendado rápido defectuoso excelente malo malo,lento malo lento defectuoso calidad precio rápido excelente malo excelente malo lento malo
1012.91,2,0.27,679.83,Electrónica,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 79288}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",calidad calidad lento excelente malo malo defectuoso,rápido rápido precio defectuoso defectuoso calidad rápido defectuoso calidad malo lento excelente recomendado precio malo
1917.06,6,0.05,3423.46,Deportes,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 45953}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",excelente precio lento excelente rápido rápido recomendado lento rápido malo recomendado malo,defectuoso malo rápido precio lento calidad calidad malo defectuoso precio lento defectuoso defectuoso precio excelente
905.11,2,0.01,2627.24,Hogar,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 47509}","{'metodo_pago': 'Tarjeta', 'envio': 'Express'}",precio precio calidad rápido recomendado excelente precio malo precio rápido lento malo,rápido defectuoso excelente precio rápido
1437.9,6,0.0,269.63,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 48893}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",malo calidad lento calidad precio recomendado excelente rápido precio precio recomendado,defectuoso lento calidad precio lento lento rápido rápido excelente recomendado lento
391.09,1,0.27,100.76,Electrónica,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Monterrey', 'codigo_postal': 26615}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",precio malo calidad precio recomendado defectuoso rápido defectuoso rápido lento lento,rápido calidad excelente malo excelente calidad
1643.92,2,0.19,2478.16,Hogar,Express,"{'calle': 'Av. Central', 'ciudad': 'Monterrey', 'codigo_postal': 80280}","{'metodo_pago': 'PayPal', 'envio': 'Estándar'}",malo recomendado excelente precio malo recomendado calidad lento precio excelente,rápido precio lento defectuoso malo precio defectuoso defectuoso recomendado precio rápido rápido
1054.84,6,0.22,1777.76,Ropa,Express,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 42487}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",lento excelente excelente rápido lento lento,defectuoso excelente lento rápido calidad defectuoso precio rápido calidad defectuoso excelente rápido rápido lento
921.36,3,0.25,2388.39,Electrónica,Estándar,"{'calle': 'Av. Central', 'ciudad': 'Querétaro', 'codigo_postal': 18297}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",excelente recomendado defectuoso lento excelente recomendado calidad excelente malo,rápido rápido recomendado recomendado malo calidad recomendado excelente calidad rápido
322.01,3,0.05,3851.4,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Monterrey', 'codigo_postal': 78256}","{'metodo_pago': 'Transferencia', 'envio': 'Estándar'}",defectuoso recomendado lento defectuoso rápido,excelente rápido lento defectuoso rápido precio lento precio precio precio lento
1762.47,4,0.24,929.89,Deportes,Express,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 17636}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",recomendado excelente defectuoso excelente precio excelente,rápido recomendado lento calidad excelente lento calidad defectuoso precio defectuoso lento recomendado
122.55,7,0.19,2283.37,Deportes,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'CDMX', 'codigo_postal': 40658}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",lento malo recomendado recomendado precio lento recomendado precio malo defectuoso excelente excelente defectuoso precio,rápido excelente rápido lento excelente lento excelente excelente precio malo
114.47,3,0.29,4754.55,Hogar,Estándar,"{'calle': 'Av. Central', 'ciudad': 'CDMX', 'codigo_postal': 31200}","{'metodo_pago': 'Transferencia', 'envio': 'Express'}",rápido recomendado defectuoso lento excelente defectuoso calidad excelente precio excelente malo excelente,lento malo malo lento malo excelente recomendado defectuoso
1816.76,3,0.26,139.79,Deportes,Estándar,"{'calle': 'Boulevard Sur', 'ciudad': 'Querétaro', 'codigo_postal': 31418}","{'metodo_pago': 'PayPal', 'envio': 'Express'}",excelente malo recomendado precio rápido precio excelente calidad,rápido calidad defectuoso recomendado precio lento excelente excelente recomendado excelente calidad lento
1778.0,4,0.19,799.43,Hogar,Estándar,"{'calle': 'Calle Norte', 'ciudad': 'Querétaro', 'codigo_postal': 94921}","{'metodo_pago': 'Tarjeta', 'envio': 'Estándar'}",lento excelente recomendado recomendado lento malo defectuoso recomendado,rápido rápido rápido excelente lento precio lento precio rápido precio calidad precio malo rápido
